content_hash,source_dataset,component,normalized_label,relative_image_path,role,split_seed
2db98325232bb7d6cf4f996a8ca09365ddd8052a76f7fc1fe1bf7c6c47588201,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/2db98325232bb7d6cf4f996a8ca09365ddd8052a76f7fc1fe1bf7c6c47588201.png,unassigned,42
2dd0c282b1fe3810860bbb5ff5e4868336e1f444f91377231a1794ac123c6c84,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/2dd0c282b1fe3810860bbb5ff5e4868336e1f444f91377231a1794ac123c6c84.jpg,unassigned,42
2e060d486cccb9f6226a5a7aaad48e2e502dd27699afac8c74a07a03feca643d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2e060d486cccb9f6226a5a7aaad48e2e502dd27699afac8c74a07a03feca643d.jpg,unassigned,42
2e4a8c113c6474337f27b6c3dfb0800d5528fdcc2e4677aae8915313f84fba07,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2e4a8c113c6474337f27b6c3dfb0800d5528fdcc2e4677aae8915313f84fba07.jpg,gold_test,42
2e58e17899ace162ae471cb588b7b18bb0061b5399224604528778d0da05356f,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/2e58e17899ace162ae471cb588b7b18bb0061b5399224604528778d0da05356f.png,unassigned,42
2e5ed0702d36f5e3126b4537917f0da662da540a6b6108a896572d2cfa8600c5,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/2e5ed0702d36f5e3126b4537917f0da662da540a6b6108a896572d2cfa8600c5.png,unassigned,42
2e6cbae2a2050133a6acff458b9af36dc4192eb027c039456ca248484fbf607b,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/2e6cbae2a2050133a6acff458b9af36dc4192eb027c039456ca248484fbf607b.jpg,unassigned,42
2e7e1d81b0504ec3a473ff7741f8c9e7290fdabb7400f0e849deae0c53dbf4f8,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/2e7e1d81b0504ec3a473ff7741f8c9e7290fdabb7400f0e849deae0c53dbf4f8.png,unassigned,42
2e87e0b4c29bb18868b31a4cc57a4bc3eac10c7f8f11df578edd49811f9e2375,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/2e87e0b4c29bb18868b31a4cc57a4bc3eac10c7f8f11df578edd49811f9e2375.png,unassigned,42
2e9ad884489c58699a677369db209666bad59fff1c92a84a500db311e12af6ea,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2e9ad884489c58699a677369db209666bad59fff1c92a84a500db311e12af6ea.jpg,unassigned,42
2ee27d64dd6abc8757b5352bba40781b20e981690c2db22cd649af8c831cb2fc,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/2ee27d64dd6abc8757b5352bba40781b20e981690c2db22cd649af8c831cb2fc.png,unassigned,42
2ef9deb9e5df67e7051de34343e46a1724872bbb050445255ffa4922b3b5429b,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/2ef9deb9e5df67e7051de34343e46a1724872bbb050445255ffa4922b3b5429b.jpg,unassigned,42
2f4caccfb9b040b2f3ca9ec542968c4bf22af4eddd5a47833c775a0957c10160,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/2f4caccfb9b040b2f3ca9ec542968c4bf22af4eddd5a47833c775a0957c10160.jpg,unassigned,42
2f4e52767856766db3b8c93ba96a98cc7caa6117fdbdb472e6cc2e12628e4707,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/2f4e52767856766db3b8c93ba96a98cc7caa6117fdbdb472e6cc2e12628e4707.jpg,unassigned,42
2f7b11bca7fa597d82b033ce7b2e54ae82eef87ca7e7d2282ad961378243a816,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/2f7b11bca7fa597d82b033ce7b2e54ae82eef87ca7e7d2282ad961378243a816.jpg,unassigned,42
2f7c27920584d66703b0b302e3a6e3b5be13339bddf6c606ba2390a3d86bae8a,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/2f7c27920584d66703b0b302e3a6e3b5be13339bddf6c606ba2390a3d86bae8a.jpg,unassigned,42
2fd1734bc9d04986b87b8ca73600c9b6622b5a7f2449bd1204793e75b4de2a03,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/2fd1734bc9d04986b87b8ca73600c9b6622b5a7f2449bd1204793e75b4de2a03.png,unassigned,42
2fd7dfeae360c67b95d7a9982208c144694ed52458bf7b75efc49252daf31c80,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/2fd7dfeae360c67b95d7a9982208c144694ed52458bf7b75efc49252daf31c80.png,unassigned,42
2fe3883bbe00030fd767436de847d1acdce36792aaf6cd0fbb054e1b72689b41,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/2fe3883bbe00030fd767436de847d1acdce36792aaf6cd0fbb054e1b72689b41.png,unassigned,42
30077fb1c987f946135c6065ceb145aabfe00b3e7be7a8d1d9350fe7360f6160,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/30077fb1c987f946135c6065ceb145aabfe00b3e7be7a8d1d9350fe7360f6160.png,unassigned,42
3016cfebab5dc44162cff763c92c92bec977880b0740f30fe3cecc63cfaa4343,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/3016cfebab5dc44162cff763c92c92bec977880b0740f30fe3cecc63cfaa4343.png,unassigned,42
3043d6f4f21d52ab39952f9e5c5384481be9704fd689be3d9674c97bf9d38ec1,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3043d6f4f21d52ab39952f9e5c5384481be9704fd689be3d9674c97bf9d38ec1.png,unassigned,42
3045d43673a6b95835d6974a70e31012d125e97b49c4c43484732c70a645caff,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3045d43673a6b95835d6974a70e31012d125e97b49c4c43484732c70a645caff.png,unassigned,42
30568b4bdba0c59f5ce767b4f0fde65d74b8ce92093bdd7619d19777e72c4500,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/30568b4bdba0c59f5ce767b4f0fde65d74b8ce92093bdd7619d19777e72c4500.png,unassigned,42
308b91121223e9da49d54ec0e3648075e1eccefd0d66ebb3ee4c73bf9523b61a,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/308b91121223e9da49d54ec0e3648075e1eccefd0d66ebb3ee4c73bf9523b61a.png,unassigned,42
30b9eccbf9c76256a014540d505719d96380de0c54951bbb3d50da2a985c7619,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/30b9eccbf9c76256a014540d505719d96380de0c54951bbb3d50da2a985c7619.jpg,unassigned,42
30d7352552aced17ab1270f1ed38a611e87bb75a007aa03bf80c995b56c365e5,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/30d7352552aced17ab1270f1ed38a611e87bb75a007aa03bf80c995b56c365e5.png,unassigned,42
30ddb13258d843329e554405900e72eee4ecfe50c0e216920469eb8434768f2b,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/30ddb13258d843329e554405900e72eee4ecfe50c0e216920469eb8434768f2b.png,unassigned,42
312180e2c05a28ed1b8efd668b452bba2fb14024a7b0183c8d75b556a28c147a,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/312180e2c05a28ed1b8efd668b452bba2fb14024a7b0183c8d75b556a28c147a.png,unassigned,42
3121fff0fb06fee74ee7ce171da90cc639f6846786abbf7d582cbd4293e44512,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/3121fff0fb06fee74ee7ce171da90cc639f6846786abbf7d582cbd4293e44512.png,unassigned,42
312b5db959c1bcce5e6668324223f2e44e9dabb8ee0410c623c22c2749cab509,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/312b5db959c1bcce5e6668324223f2e44e9dabb8ee0410c623c22c2749cab509.png,unassigned,42
312fe8f53e69ddc14b7eeb707b15f62a616584013eea24046fed732d05d7dd6f,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/312fe8f53e69ddc14b7eeb707b15f62a616584013eea24046fed732d05d7dd6f.jpg,unassigned,42
3142d5d4115363a28ebfc1be7d25c72c66c334f041a5f0dd1f27f628dc7fa049,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3142d5d4115363a28ebfc1be7d25c72c66c334f041a5f0dd1f27f628dc7fa049.jpg,gold_test,42
31615e31a6ee25d01f678556dd0d4b637b40db890e6e52ac307dc3469de7da21,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/31615e31a6ee25d01f678556dd0d4b637b40db890e6e52ac307dc3469de7da21.png,unassigned,42
317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e.jpg,unassigned,42
31a95ce7acdcc54951b5d2538ea6186415b5b29654bf851a45e7025acb092734,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/31a95ce7acdcc54951b5d2538ea6186415b5b29654bf851a45e7025acb092734.jpg,unassigned,42
31b3713409f03cafa12d0ae7de7778fc25b3816441998997c04a8a3758bbee35,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/31b3713409f03cafa12d0ae7de7778fc25b3816441998997c04a8a3758bbee35.jpg,unassigned,42
31c96ec1c4d00cee1f5cf7e973062c9d4197222a845d4c2ec606d5179b0037f6,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/31c96ec1c4d00cee1f5cf7e973062c9d4197222a845d4c2ec606d5179b0037f6.jpg,gold_test,42
31d00f248bb633010c0776aff7fda1f4241876eb4b49026f1e9af674bf9cbc01,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/31d00f248bb633010c0776aff7fda1f4241876eb4b49026f1e9af674bf9cbc01.png,unassigned,42
31e667fc7f286991cc50729f201ce5e6c0c8a7c36e1e2512648976e54e7bc7da,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/31e667fc7f286991cc50729f201ce5e6c0c8a7c36e1e2512648976e54e7bc7da.png,unassigned,42
323ada0deac835aa02eb5d023c1cb59fce4ba68cc6d85fb3193bfbf8ea74d924,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/323ada0deac835aa02eb5d023c1cb59fce4ba68cc6d85fb3193bfbf8ea74d924.png,unassigned,42
323bb2fadc70a402c9fd59d98726fa5612b37ae5ff9f63613af0d331e376e845,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/323bb2fadc70a402c9fd59d98726fa5612b37ae5ff9f63613af0d331e376e845.jpg,unassigned,42
32430a235982cadd1c83eb796692cda70d353915cba2d8f63bfc120bb9d383e2,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/32430a235982cadd1c83eb796692cda70d353915cba2d8f63bfc120bb9d383e2.png,unassigned,42
3285e4e9e8222149709364d29c0c19254347a33752e46edf527345c3c919fac4,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/3285e4e9e8222149709364d29c0c19254347a33752e46edf527345c3c919fac4.png,unassigned,42
3295f87206de31aa4b97ad0feef9b9eccfccccec5209545c7efbb6fa5418d82a,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3295f87206de31aa4b97ad0feef9b9eccfccccec5209545c7efbb6fa5418d82a.png,unassigned,42
32a03e436e2a458b0389c064e63bcbc15843742342626dd674c574261c47c6d6,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/32a03e436e2a458b0389c064e63bcbc15843742342626dd674c574261c47c6d6.jpg,unassigned,42
32c116aceda440db46fb33a8e69ddaff4a37d642c5a86ea0c13d17ff2673c754,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/32c116aceda440db46fb33a8e69ddaff4a37d642c5a86ea0c13d17ff2673c754.png,unassigned,42
32c8f3461e0b167a4852617d674fdc3bbb5ec742952491a3926e99fe6d4ce542,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/32c8f3461e0b167a4852617d674fdc3bbb5ec742952491a3926e99fe6d4ce542.jpg,unassigned,42
32d95aa856bc3e2d1bf3d82337a804b44c9f6cd077593ae4ef1443405fafcd61,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/32d95aa856bc3e2d1bf3d82337a804b44c9f6cd077593ae4ef1443405fafcd61.png,unassigned,42
3326ce9d8557a3531d3eeae239a4692bf8db0cbb5c34161ff6e94a3f57f98c11,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3326ce9d8557a3531d3eeae239a4692bf8db0cbb5c34161ff6e94a3f57f98c11.jpg,unassigned,42
33484880eed1968cd54d18e9b4a61c7b98cde871241563e9f97d2864043eb09c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/33484880eed1968cd54d18e9b4a61c7b98cde871241563e9f97d2864043eb09c.png,unassigned,42
3351fd00977d9b9b7141a2c75e71c9762d81f8d3ec1b29c1d20f6910f2f0108c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/3351fd00977d9b9b7141a2c75e71c9762d81f8d3ec1b29c1d20f6910f2f0108c.png,unassigned,42
3357298b6233ebb421b74d603162697dfa22e0306554ccc22efa9b0e0e61b93d,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3357298b6233ebb421b74d603162697dfa22e0306554ccc22efa9b0e0e61b93d.png,unassigned,42
339d98665a13f6f63982fefeafb05c7820565e83483ebeaac66dbe6a887bf741,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/339d98665a13f6f63982fefeafb05c7820565e83483ebeaac66dbe6a887bf741.png,unassigned,42
33a3792dac9ca3840412daeaed4fcd6f798e92893bed317a5b2dd7f7ed79b002,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/33a3792dac9ca3840412daeaed4fcd6f798e92893bed317a5b2dd7f7ed79b002.webp,unassigned,42
33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566.png,unassigned,42
33cffb193f9eb808c075f6a703a248afa67493ddd7b8ca43b92d809c02634faf,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/33cffb193f9eb808c075f6a703a248afa67493ddd7b8ca43b92d809c02634faf.jpg,unassigned,42
33dc8da314178f02cbcf28f3f93cb3e26c9314b04da89db249d5a9f5bd893d81,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/33dc8da314178f02cbcf28f3f93cb3e26c9314b04da89db249d5a9f5bd893d81.png,unassigned,42
33ec00f664817cab50c1ba97732b7214d71400e7fd474fcc9eb729ccb9d015d9,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/33ec00f664817cab50c1ba97732b7214d71400e7fd474fcc9eb729ccb9d015d9.png,unassigned,42
33f1bce0cff1308a8dffcc09f9fbd9af0f012a7dbaaa1ca93e0314b6d57cfe2f,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/33f1bce0cff1308a8dffcc09f9fbd9af0f012a7dbaaa1ca93e0314b6d57cfe2f.png,gold_test,42
33f844c9ae07a4bfcf2657e1a3766a9158240ef96a2b6de73b9541427cc80b3e,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/33f844c9ae07a4bfcf2657e1a3766a9158240ef96a2b6de73b9541427cc80b3e.png,unassigned,42
3405c99652e61027e967a9c1e4d45d4462b511860f0ace842f1ee4e2418b4f68,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3405c99652e61027e967a9c1e4d45d4462b511860f0ace842f1ee4e2418b4f68.jpg,unassigned,42
340dc663c9acd9d0107fab659067e9289d4ec8a60de1d82570424711d4c835b9,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/340dc663c9acd9d0107fab659067e9289d4ec8a60de1d82570424711d4c835b9.png,unassigned,42
341cbb369afb44c8cc8786689b7845ad2d124417b6025370089bab3b0bf336de,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/341cbb369afb44c8cc8786689b7845ad2d124417b6025370089bab3b0bf336de.png,unassigned,42
34a5359b509d9e1d80698e25688af0ba376489aae7488426fb89eef2e311fab8,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/34a5359b509d9e1d80698e25688af0ba376489aae7488426fb89eef2e311fab8.png,unassigned,42
34b45ef8ba1df2d07f8a6a517d2e9d169a6eaa0bf79a634f381162bf8c9f25c1,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/34b45ef8ba1df2d07f8a6a517d2e9d169a6eaa0bf79a634f381162bf8c9f25c1.jpg,unassigned,42
34cddedfccad61fd9ba9b7b6ac4dac8d90f965a0035d2f31e01099418ecfd721,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/34cddedfccad61fd9ba9b7b6ac4dac8d90f965a0035d2f31e01099418ecfd721.png,unassigned,42
34e838ac1f8a3a49aced48cbe85d63cd99d8e4a87c7ea6aa1db09f385d65fcee,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/34e838ac1f8a3a49aced48cbe85d63cd99d8e4a87c7ea6aa1db09f385d65fcee.jpg,unassigned,42
34f29c4d2bc8fa7ac099cf1731789539b265cee378973f73f06968be4a856849,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/34f29c4d2bc8fa7ac099cf1731789539b265cee378973f73f06968be4a856849.png,unassigned,42
3513cdf7a346cfa6d1f5a1d10fbea34e5159d6481fc7aea6853470fd80af63e9,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3513cdf7a346cfa6d1f5a1d10fbea34e5159d6481fc7aea6853470fd80af63e9.jpg,unassigned,42
3517163d14c3c662ab2da3b198a5098e4c2ecdfcee95c7ec41de64e6e3d56828,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3517163d14c3c662ab2da3b198a5098e4c2ecdfcee95c7ec41de64e6e3d56828.png,unassigned,42
3545ed27cb87eedeb0c43dc62b3aed8e3cc4a96b9d49de3f19b792c15a37e715,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3545ed27cb87eedeb0c43dc62b3aed8e3cc4a96b9d49de3f19b792c15a37e715.jpg,unassigned,42
355bccd9c4f2cf6796736e5aa0a7e97d72f5c45d472ce9b536d607d03dad5130,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/355bccd9c4f2cf6796736e5aa0a7e97d72f5c45d472ce9b536d607d03dad5130.png,unassigned,42
3571b3f6be5181c48982d0de0b71c4137822337a75b9f5f2e9f832705c4ca011,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3571b3f6be5181c48982d0de0b71c4137822337a75b9f5f2e9f832705c4ca011.png,unassigned,42
35764b7184e822678846f5ad28dfe2de8ce85b509ad4fd38d3afbab4b55de1f8,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/35764b7184e822678846f5ad28dfe2de8ce85b509ad4fd38d3afbab4b55de1f8.jpg,unassigned,42
35af12cdc0bd48b7628ec4ee4b4abec71d180e5c135de340e60c5aa8d0f843c4,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/35af12cdc0bd48b7628ec4ee4b4abec71d180e5c135de340e60c5aa8d0f843c4.jpg,unassigned,42
35b5a9fc3add522d90627e19483b78f717aa18ce97c387f0b8db0db6970eeb63,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/35b5a9fc3add522d90627e19483b78f717aa18ce97c387f0b8db0db6970eeb63.jpg,unassigned,42
35bcb38d922e561044f97ddb10f228cfb7990f9fff03e8ea0e5c79d35bf2ea2d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/35bcb38d922e561044f97ddb10f228cfb7990f9fff03e8ea0e5c79d35bf2ea2d.jpg,unassigned,42
35c0c4b2a38ed247e44d7ce9281a1baff42728935be482557e37104936a61bc1,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/35c0c4b2a38ed247e44d7ce9281a1baff42728935be482557e37104936a61bc1.jpg,unassigned,42
35ceca919ec4d7fa8e784a3a15e7377cf5d72285bc43bb99f1c654c50c9ab81e,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/35ceca919ec4d7fa8e784a3a15e7377cf5d72285bc43bb99f1c654c50c9ab81e.png,gold_test,42
35db278b5f4eeeedf76a3eade9a7d0229ca1222d6befbec7137fe2a736c009a3,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/35db278b5f4eeeedf76a3eade9a7d0229ca1222d6befbec7137fe2a736c009a3.jpg,unassigned,42
35e05afb2d0f36b7595d6b570c830f732b9920d8e8678960c31f3c03b1c874c4,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/35e05afb2d0f36b7595d6b570c830f732b9920d8e8678960c31f3c03b1c874c4.jpg,unassigned,42
35e47f8ca87424ebba5b2eb391a9ba902f2f10d8db10b7b0f7fff6f763cf7a36,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/35e47f8ca87424ebba5b2eb391a9ba902f2f10d8db10b7b0f7fff6f763cf7a36.jpg,unassigned,42
361350589fde7568380b771f59f666271b792936b71255f0e47bd845021fa43e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/361350589fde7568380b771f59f666271b792936b71255f0e47bd845021fa43e.jpg,unassigned,42
36160460a3c5425e1fd8bf8266c88c8cb7e19080529f688cee3c2b813834c2e7,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/36160460a3c5425e1fd8bf8266c88c8cb7e19080529f688cee3c2b813834c2e7.png,unassigned,42
36169fe47a6bf1078b7aca697a1b63085c2df2bee3125b79e487da1c9f44c35d,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/36169fe47a6bf1078b7aca697a1b63085c2df2bee3125b79e487da1c9f44c35d.webp,unassigned,42
361af28c057bf179e8ccf74eb3f888ab7554159ce8705e948cc6e22180a6688c,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/361af28c057bf179e8ccf74eb3f888ab7554159ce8705e948cc6e22180a6688c.png,unassigned,42
3628d787935f375938ac6a70317aef92ebcbf6c49e43e5d089ef6b7139499444,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/3628d787935f375938ac6a70317aef92ebcbf6c49e43e5d089ef6b7139499444.jpg,unassigned,42
3661bb186f215ff505cda7b90ba04bc4fbeed90c45d8b57f344a244c0ed182fe,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/3661bb186f215ff505cda7b90ba04bc4fbeed90c45d8b57f344a244c0ed182fe.jpg,unassigned,42
36903ecde68c12ad2e4d0d4311ab0c30e3971a16b1c59c8878bab85fbb1ad253,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/36903ecde68c12ad2e4d0d4311ab0c30e3971a16b1c59c8878bab85fbb1ad253.jpg,unassigned,42
36973c6888ff61b56438b9a2ab7c3e58c6f69c662c969a1c2f43d57d65c0135a,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/36973c6888ff61b56438b9a2ab7c3e58c6f69c662c969a1c2f43d57d65c0135a.png,unassigned,42
36a53013fceb77265fc769ca2a58a8aa75fa47d678d9796476f4eff895555f14,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/36a53013fceb77265fc769ca2a58a8aa75fa47d678d9796476f4eff895555f14.png,unassigned,42
36a60d1bef20412ba0262653d9023d0a75745a5219eb869af11e04cba0eaf57b,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/36a60d1bef20412ba0262653d9023d0a75745a5219eb869af11e04cba0eaf57b.png,unassigned,42
36a84c21d2cdf83dd233ac19a4387d815d8585f5abac716e4cabef29bad69b8a,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/36a84c21d2cdf83dd233ac19a4387d815d8585f5abac716e4cabef29bad69b8a.jpg,unassigned,42
36ad9c6dddf721a9ce52ca7d07054d031ee8e6d68a0465fab09dc84efe48060b,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/36ad9c6dddf721a9ce52ca7d07054d031ee8e6d68a0465fab09dc84efe48060b.png,unassigned,42
36c04a2607bcc2f2ea3526452275102e7d6ad80961b10e823d19265e5e730bbd,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/36c04a2607bcc2f2ea3526452275102e7d6ad80961b10e823d19265e5e730bbd.png,gold_test,42
36e0dc9c69064061c9d2a65143649387d19759b578fe345d12bf11f6b8d841d2,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/36e0dc9c69064061c9d2a65143649387d19759b578fe345d12bf11f6b8d841d2.jpg,unassigned,42
36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b.jpg,unassigned,42
3707eb2fe7ccf1868df8252ea22c35856cdbdc7b0a4c68c7a4000fbce73434e4,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3707eb2fe7ccf1868df8252ea22c35856cdbdc7b0a4c68c7a4000fbce73434e4.jpg,unassigned,42
3714cb6f6c940b672f66b77efe3650e3be661817b3ae22b80a2925c6f4d26524,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3714cb6f6c940b672f66b77efe3650e3be661817b3ae22b80a2925c6f4d26524.png,unassigned,42
3717eba290a5a66c03d6b112da2468c3396e891857427408d8d1dce024d3ceee,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/3717eba290a5a66c03d6b112da2468c3396e891857427408d8d1dce024d3ceee.jpg,unassigned,42
372412aefdfd367d33f4b0a84521b69f34696966514b5b45e749e8f44aa8b5b1,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/372412aefdfd367d33f4b0a84521b69f34696966514b5b45e749e8f44aa8b5b1.jpg,gold_development,42
374643d03ad94a428e3f1463985c6847736bbc2b63dfd5936e5efb6aa59ebc28,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/374643d03ad94a428e3f1463985c6847736bbc2b63dfd5936e5efb6aa59ebc28.png,unassigned,42
374e45ebd3ecc4c43b76b05ff0088e54d00a0c1a6bfe658bc8e1b3f0fe8d3acc,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/374e45ebd3ecc4c43b76b05ff0088e54d00a0c1a6bfe658bc8e1b3f0fe8d3acc.jpg,unassigned,42
37596894c097c2a159eb352076c6330fa91d2e490d4e92aa7661ff20d5c64ae2,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/37596894c097c2a159eb352076c6330fa91d2e490d4e92aa7661ff20d5c64ae2.jpg,gold_test,42
376726dbd6ac636b3892c10992533e57d1e350c130733149d53af19474156d5f,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/376726dbd6ac636b3892c10992533e57d1e350c130733149d53af19474156d5f.jpg,unassigned,42
376ad66069d09ede4f8581fd2da1383225539bf1dccfe2f73986c59864dba314,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/376ad66069d09ede4f8581fd2da1383225539bf1dccfe2f73986c59864dba314.jpg,unassigned,42
376f971ef3139a5a57b5a3d0610604e9763fcd477dedf935e319a18125b86d72,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/376f971ef3139a5a57b5a3d0610604e9763fcd477dedf935e319a18125b86d72.png,unassigned,42
37928f17f6e0bd188c8b623cf0796c0e2d43eea4f2b35e50fb5f9c8064225e60,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/37928f17f6e0bd188c8b623cf0796c0e2d43eea4f2b35e50fb5f9c8064225e60.jpg,unassigned,42
37a97dbde990ab7d8a069d5d5948a739442a5f6a8a4b7a3469e07b44169777a7,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/37a97dbde990ab7d8a069d5d5948a739442a5f6a8a4b7a3469e07b44169777a7.jpg,unassigned,42
