content_hash,source_dataset,component,normalized_label,relative_image_path,role,split_seed,assignment_role,annotator_id,annotation_order,human_train_seed
603dd1302b2fb5cf5a47499e1bcb0ff47de5646afca2f758c81e0acd653e01c5,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/603dd1302b2fb5cf5a47499e1bcb0ff47de5646afca2f758c81e0acd653e01c5.jpg,unassigned,42,human_train,lorenzo,1,42
7a834e6ae1072b1f410cd47dd08d4294a8754b898b6478cb5c905bfdea5c2059,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/7a834e6ae1072b1f410cd47dd08d4294a8754b898b6478cb5c905bfdea5c2059.png,unassigned,42,human_train,lorenzo,2,42
056e94ca3802b167d68c51ef79a45b9d8156d3d3749d75c11a2478714015bab9,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/056e94ca3802b167d68c51ef79a45b9d8156d3d3749d75c11a2478714015bab9.jpg,unassigned,42,human_train,lorenzo,3,42
de2a1078cdf26ff660f587bc6202c1d58b53d9787d1f21dd8c03fd6550ff2c4a,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/de2a1078cdf26ff660f587bc6202c1d58b53d9787d1f21dd8c03fd6550ff2c4a.jpg,unassigned,42,human_train,lorenzo,4,42
fbf063206a1ab90c9d745f82ec9706ee85feb270bb3a7d858b766d574015222e,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/fbf063206a1ab90c9d745f82ec9706ee85feb270bb3a7d858b766d574015222e.png,unassigned,42,human_train,lorenzo,5,42
d83b990da1b743a0385b8d2e287ea925d5c6067d01b688002a9926bde0304f4a,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/d83b990da1b743a0385b8d2e287ea925d5c6067d01b688002a9926bde0304f4a.png,unassigned,42,human_train,lorenzo,6,42
77530bd59d9384426ee450a9d54aaf63794d3f17a6ed3f39b6aedf71f1469373,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/77530bd59d9384426ee450a9d54aaf63794d3f17a6ed3f39b6aedf71f1469373.jpg,unassigned,42,human_train,lorenzo,7,42
c4d19a75ffec3b25458e7a44dd7e1c11a3e9b106e060a74e89c83e785dfc7b54,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/c4d19a75ffec3b25458e7a44dd7e1c11a3e9b106e060a74e89c83e785dfc7b54.png,unassigned,42,human_train,lorenzo,8,42
33a3792dac9ca3840412daeaed4fcd6f798e92893bed317a5b2dd7f7ed79b002,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/33a3792dac9ca3840412daeaed4fcd6f798e92893bed317a5b2dd7f7ed79b002.webp,unassigned,42,human_train,lorenzo,9,42
f5f53c4a5c57fed5111f36edc822cfa089ee7541ee3564740bf1027842e5bc7c,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f5f53c4a5c57fed5111f36edc822cfa089ee7541ee3564740bf1027842e5bc7c.jpg,unassigned,42,human_train,lorenzo,10,42
cc68576123d2f6625c6db066e7a08701e5a6acd8d58530399c1177a06916a0a4,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/cc68576123d2f6625c6db066e7a08701e5a6acd8d58530399c1177a06916a0a4.png,unassigned,42,human_train,lorenzo,11,42
62795a2b1cbe271bf97399a28ad4fac3bfc23f8f38707773ce1438374182d797,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/62795a2b1cbe271bf97399a28ad4fac3bfc23f8f38707773ce1438374182d797.png,unassigned,42,human_train,lorenzo,12,42
e26b401d68bcb581c2c8999c921be3bd406d94eb417c7bae7da5ff8a175b161b,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/e26b401d68bcb581c2c8999c921be3bd406d94eb417c7bae7da5ff8a175b161b.png,unassigned,42,human_train,lorenzo,13,42
9992cb53a3131c2a2ed9d031cfa62204d808352a9b9c66fb2bd659de29db2c46,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/9992cb53a3131c2a2ed9d031cfa62204d808352a9b9c66fb2bd659de29db2c46.jpg,unassigned,42,human_train,lorenzo,14,42
1666626ba244b301d5b10c187b3c9d3cad15a640fa3b91381b12e5756f95552e,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/1666626ba244b301d5b10c187b3c9d3cad15a640fa3b91381b12e5756f95552e.jpg,unassigned,42,human_train,lorenzo,15,42
27a8837396877f6e6c79abe739a969bbbed572cbab48a8ad372f4b3bec846b6e,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/27a8837396877f6e6c79abe739a969bbbed572cbab48a8ad372f4b3bec846b6e.png,unassigned,42,human_train,lorenzo,16,42
2616ae726257175cbc4aee0907a4a767fe09f6d053a48083a30d22315b722736,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2616ae726257175cbc4aee0907a4a767fe09f6d053a48083a30d22315b722736.jpg,unassigned,42,human_train,lorenzo,17,42
406d8427e83ccd9e72e985d7828a9a8028c863c4f38e66beb7303348832b6b9c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/406d8427e83ccd9e72e985d7828a9a8028c863c4f38e66beb7303348832b6b9c.jpg,unassigned,42,human_train,lorenzo,18,42
cdc6c2adcbea5b64d50b74af4c0443e3aa6614588b5fdacdb905fe237bb074fe,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/cdc6c2adcbea5b64d50b74af4c0443e3aa6614588b5fdacdb905fe237bb074fe.png,unassigned,42,human_train,lorenzo,19,42
a4dfc12cf486dcc3ae2f862a3200317391c42715845370737c64ad421cfa66ae,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/a4dfc12cf486dcc3ae2f862a3200317391c42715845370737c64ad421cfa66ae.png,unassigned,42,human_train,lorenzo,20,42
80b6f407808ba28b0d8c6e09f3adace9a4408da9535b72e493af26fca6aa4412,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/80b6f407808ba28b0d8c6e09f3adace9a4408da9535b72e493af26fca6aa4412.jpg,unassigned,42,human_train,lorenzo,21,42
544422af3922855b85984583ae4e579c35821c544c1186cd6ceb8b18319c8fd8,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/544422af3922855b85984583ae4e579c35821c544c1186cd6ceb8b18319c8fd8.png,unassigned,42,human_train,lorenzo,22,42
01c2dc25de4fd1137d5eba4c85cd924388783d41a356f5ba7652aaafb537132c,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/01c2dc25de4fd1137d5eba4c85cd924388783d41a356f5ba7652aaafb537132c.jpg,unassigned,42,human_train,lorenzo,23,42
07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8.png,unassigned,42,human_train,lorenzo,24,42
eea23b496c2b49430c24785a9fc529d8b80c117c2b795d3495dc6dea34440b5d,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/eea23b496c2b49430c24785a9fc529d8b80c117c2b795d3495dc6dea34440b5d.png,unassigned,42,human_train,lorenzo,25,42
5be9d51f0c67dba26b83a6992a8880cc67836be24f3fafd7c2f4d7d9f16e8358,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/5be9d51f0c67dba26b83a6992a8880cc67836be24f3fafd7c2f4d7d9f16e8358.png,unassigned,42,human_train,lorenzo,26,42
317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e.jpg,unassigned,42,human_train,lorenzo,27,42
393251b6a2969798e5eef41307f24380cb6393909a2fe4c724f29c56ecb0bf8e,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/393251b6a2969798e5eef41307f24380cb6393909a2fe4c724f29c56ecb0bf8e.png,unassigned,42,human_train,lorenzo,28,42
c32119264940e68ed08f6ecdae85f5d84cb60bc17ec1cf1b57ac0bb435cea278,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/c32119264940e68ed08f6ecdae85f5d84cb60bc17ec1cf1b57ac0bb435cea278.jpg,unassigned,42,human_train,lorenzo,29,42
08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867.png,unassigned,42,human_train,lorenzo,30,42
2c1575eac884ba672c6e56bc30672b7087ac1ed956c1b48cd1bad16326331981,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2c1575eac884ba672c6e56bc30672b7087ac1ed956c1b48cd1bad16326331981.jpg,unassigned,42,human_train,lorenzo,31,42
0be0c4bfc0aec81122347ee5410a4e81278df49dab0482bcfa5b7f8ebb1f183a,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/0be0c4bfc0aec81122347ee5410a4e81278df49dab0482bcfa5b7f8ebb1f183a.png,unassigned,42,human_train,lorenzo,32,42
ea1f491e3f8c985b28f83fa15eb336a666183a4fe872460e4aa113aafa444073,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/ea1f491e3f8c985b28f83fa15eb336a666183a4fe872460e4aa113aafa444073.jpg,unassigned,42,human_train,lorenzo,33,42
e6d84633f7e23ea2bd1fb0a1477cbfc3c20388686b752fe322abac26d04e1297,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/e6d84633f7e23ea2bd1fb0a1477cbfc3c20388686b752fe322abac26d04e1297.jpg,unassigned,42,human_train,lorenzo,34,42
c38d6a709302f7a35c19e84f7abfeb2a3a874f7061549a3c7c8404b9515cd051,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/c38d6a709302f7a35c19e84f7abfeb2a3a874f7061549a3c7c8404b9515cd051.png,unassigned,42,human_train,lorenzo,35,42
dc3c5b4fcddc615a09ec80486017484cc4e9aff600e16cb1d3ebcec090c5a20e,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/dc3c5b4fcddc615a09ec80486017484cc4e9aff600e16cb1d3ebcec090c5a20e.png,unassigned,42,human_train,lorenzo,36,42
3b8158e65aa15623e3d19186ff59e7be26a80fe6b28ec5a71be85e23498bb3f1,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/3b8158e65aa15623e3d19186ff59e7be26a80fe6b28ec5a71be85e23498bb3f1.jpg,unassigned,42,human_train,lorenzo,37,42
3dd87daa696501c1548a28ff90d620d81226e1ecca146d7fc9e4d41a47adacc0,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/3dd87daa696501c1548a28ff90d620d81226e1ecca146d7fc9e4d41a47adacc0.png,unassigned,42,human_train,lorenzo,38,42
bb1c594760514a8c7c94401811ddc6c73e6efbf22a1dcafa5d2dbb493e4927c8,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/bb1c594760514a8c7c94401811ddc6c73e6efbf22a1dcafa5d2dbb493e4927c8.jpg,unassigned,42,human_train,lorenzo,39,42
9d0c8ad7f5c2987905174b65cabe46cfe275f0500e6865013a89b1c3d9268edf,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/9d0c8ad7f5c2987905174b65cabe46cfe275f0500e6865013a89b1c3d9268edf.jpg,unassigned,42,human_train,lorenzo,40,42
3a1b5fa6c10324ac43dbfd6604f13d94b13be03b6b537ad3c5ab7cb26f294fe3,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/3a1b5fa6c10324ac43dbfd6604f13d94b13be03b6b537ad3c5ab7cb26f294fe3.jpg,unassigned,42,human_train,lorenzo,41,42
e974c5270c9beb4a5fac394ad7750e613409a4e1c0f17e7ffc91fca96afc3a5d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/e974c5270c9beb4a5fac394ad7750e613409a4e1c0f17e7ffc91fca96afc3a5d.jpg,unassigned,42,human_train,lorenzo,42,42
25a0f88d3511166b8649c9a7adaa251823ab583caa866f54a5d127668321f823,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/25a0f88d3511166b8649c9a7adaa251823ab583caa866f54a5d127668321f823.png,unassigned,42,human_train,lorenzo,43,42
eb8bb6f1e02b65dc4e6d75b70c03afec584fa2b4a47ca4d1a9c50aaa0b6f92f9,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/eb8bb6f1e02b65dc4e6d75b70c03afec584fa2b4a47ca4d1a9c50aaa0b6f92f9.png,unassigned,42,human_train,lorenzo,44,42
412ccea9882261a40077329f8dc0944cfa881d1208239cb74dd8e16736c59400,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/412ccea9882261a40077329f8dc0944cfa881d1208239cb74dd8e16736c59400.jpg,unassigned,42,human_train,lorenzo,45,42
48b7a71d356bd71b2d4237c623c0c156fabae96ba03ad473f37b267763b11633,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/48b7a71d356bd71b2d4237c623c0c156fabae96ba03ad473f37b267763b11633.png,unassigned,42,human_train,lorenzo,46,42
3e48d7980e451d77033d474815c2fc5ecd20a928eb2fdac40b8f14d82791ba00,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/3e48d7980e451d77033d474815c2fc5ecd20a928eb2fdac40b8f14d82791ba00.jpg,unassigned,42,human_train,lorenzo,47,42
bd37e7d5ac4479f6c10e29f3d7b67131cd74f0ebd3657720a6c88818c08b9c20,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/bd37e7d5ac4479f6c10e29f3d7b67131cd74f0ebd3657720a6c88818c08b9c20.jpg,unassigned,42,human_train,lorenzo,48,42
fcc33daa2f0dcaf21466e090b42935a1002b5a99a2adf56930bb62a8341e89ce,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/fcc33daa2f0dcaf21466e090b42935a1002b5a99a2adf56930bb62a8341e89ce.png,unassigned,42,human_train,lorenzo,49,42
61a8df1641bf64796e73420f2245f5a75f38230d995a7b00fd1305069ab09bcc,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/61a8df1641bf64796e73420f2245f5a75f38230d995a7b00fd1305069ab09bcc.png,unassigned,42,human_train,lorenzo,50,42
f05c346ef23ef0347b57d5b28808579f9205ba69a318c213db51c1cebe4100fd,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/f05c346ef23ef0347b57d5b28808579f9205ba69a318c213db51c1cebe4100fd.jpg,unassigned,42,human_train,lorenzo,51,42
23e0f9c0fe7eac99d6b4ac0b15cacc3f4b41de3c447e01175c3c5c416196018d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/23e0f9c0fe7eac99d6b4ac0b15cacc3f4b41de3c447e01175c3c5c416196018d.jpg,unassigned,42,human_train,lorenzo,52,42
b9f28a9c7e25db31da55ef294770b11995d157a819817761fc8513dd75ba304d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/b9f28a9c7e25db31da55ef294770b11995d157a819817761fc8513dd75ba304d.jpg,unassigned,42,human_train,lorenzo,53,42
2a1ea8ce014057b6977a8b6bea9efcb4c26e81da93d5910c90a3095fd0b22c3e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2a1ea8ce014057b6977a8b6bea9efcb4c26e81da93d5910c90a3095fd0b22c3e.jpg,unassigned,42,human_train,lorenzo,54,42
299e2de57f8371be987ea096817cd12342d020bb1bcc3c8d33d512133cd47d3f,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/299e2de57f8371be987ea096817cd12342d020bb1bcc3c8d33d512133cd47d3f.jpg,unassigned,42,human_train,lorenzo,55,42
08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608.jpg,unassigned,42,human_train,lorenzo,56,42
29abcb93f31db5b6977e4cb6f5ce7bf3b92e56ba2dbbcec125b019f1370d3a3a,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/29abcb93f31db5b6977e4cb6f5ce7bf3b92e56ba2dbbcec125b019f1370d3a3a.png,unassigned,42,human_train,lorenzo,57,42
408f7858e2e075b582f0e24d32cd8de157073b48308c8f252e6003d87aa22e2d,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/408f7858e2e075b582f0e24d32cd8de157073b48308c8f252e6003d87aa22e2d.jpg,unassigned,42,human_train,lorenzo,58,42
7311cb770224aa8b75a8d9adfb094213c88c026cbc9b27856f9d162ec5150cec,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/7311cb770224aa8b75a8d9adfb094213c88c026cbc9b27856f9d162ec5150cec.jpg,unassigned,42,human_train,lorenzo,59,42
19c530d2a60c0687844cc650389c43eaab499d15c6457ba593704a77a73a7007,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/19c530d2a60c0687844cc650389c43eaab499d15c6457ba593704a77a73a7007.png,unassigned,42,human_train,lorenzo,60,42
8e81751bb258e04b0460c3467c238aad619e82665e5142c6cfdf1e7eb963533d,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/8e81751bb258e04b0460c3467c238aad619e82665e5142c6cfdf1e7eb963533d.jpg,unassigned,42,human_train,lorenzo,61,42
dc8c7b479919a5d77a7587a2c9a68ef98bac85e75d9d348220fb56e5e6026cf4,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/dc8c7b479919a5d77a7587a2c9a68ef98bac85e75d9d348220fb56e5e6026cf4.jpg,unassigned,42,human_train,lorenzo,62,42
fd2f3e2001b9bca2e09b010c54dc8f096ca36ce22f1357439750348b226ed7db,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/fd2f3e2001b9bca2e09b010c54dc8f096ca36ce22f1357439750348b226ed7db.png,unassigned,42,human_train,lorenzo,63,42
bd05cc98a020f538fcc2158c16653c0d556946e68fae83d6776c0a65e7ea0040,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/bd05cc98a020f538fcc2158c16653c0d556946e68fae83d6776c0a65e7ea0040.jpg,unassigned,42,human_train,lorenzo,64,42
b15272e3dd65e4c16b66287f67d14308c26f8466ba26acc84db72901d6fdf70b,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/b15272e3dd65e4c16b66287f67d14308c26f8466ba26acc84db72901d6fdf70b.png,unassigned,42,human_train,lorenzo,65,42
c39c7e63bf2c27f16ba5b42d3157da1e0a23589d8843cadd162e5e06eaeb833d,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/c39c7e63bf2c27f16ba5b42d3157da1e0a23589d8843cadd162e5e06eaeb833d.jpg,unassigned,42,human_train,lorenzo,66,42
fcb8509c41b1aace8e26155e530d67c34d1dd57d4e11c96a15278e9e65fadfad,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/fcb8509c41b1aace8e26155e530d67c34d1dd57d4e11c96a15278e9e65fadfad.png,unassigned,42,human_train,lorenzo,67,42
88246a53a15621d7fbf6b5f9150530751cb77d15051e5924835d1e05d9de0468,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/88246a53a15621d7fbf6b5f9150530751cb77d15051e5924835d1e05d9de0468.png,unassigned,42,human_train,lorenzo,68,42
f7bd047ca38f4a60feb27f8c29464b445780a0eb97033478b0c7538ea8645a43,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f7bd047ca38f4a60feb27f8c29464b445780a0eb97033478b0c7538ea8645a43.jpg,unassigned,42,human_train,lorenzo,69,42
da0a9d12c2fbf72f026a50ce13a1005c56738e8c58989a520810d9c121fa820f,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/da0a9d12c2fbf72f026a50ce13a1005c56738e8c58989a520810d9c121fa820f.png,unassigned,42,human_train,lorenzo,70,42
8f0a1c658d53448b5daf574d50c1d155614d4a12c55f6ddbc0be8e06f88e79b2,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/8f0a1c658d53448b5daf574d50c1d155614d4a12c55f6ddbc0be8e06f88e79b2.png,unassigned,42,human_train,lorenzo,71,42
ee392781e3e722fb288dc67174414e764f92bae62f934405d39fc809d7df353c,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/ee392781e3e722fb288dc67174414e764f92bae62f934405d39fc809d7df353c.png,unassigned,42,human_train,lorenzo,72,42
36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b.jpg,unassigned,42,human_train,lorenzo,73,42
c853d0cac2b865434dc1e5b3ddf483ebda85dd609cbbca5bb1a9a3462065a3e5,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/c853d0cac2b865434dc1e5b3ddf483ebda85dd609cbbca5bb1a9a3462065a3e5.png,unassigned,42,human_train,lorenzo,74,42
4fe56bbb4fe79682cde0354e1d77d21bd71900ca1eb5c60b1662aeb1922d1767,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/4fe56bbb4fe79682cde0354e1d77d21bd71900ca1eb5c60b1662aeb1922d1767.jpg,unassigned,42,human_train,lorenzo,75,42
880ad5b295990c8fc8f60a504a83e2764760f845382bd48cf12a1ead982ca864,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/880ad5b295990c8fc8f60a504a83e2764760f845382bd48cf12a1ead982ca864.jpg,unassigned,42,human_train,lorenzo,76,42
64d72d545eb2792a0ef1ef8c54ecbcd1f088d124a8eeb7e1fadc10978118eca4,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/64d72d545eb2792a0ef1ef8c54ecbcd1f088d124a8eeb7e1fadc10978118eca4.jpg,unassigned,42,human_train,lorenzo,77,42
5620e447d4f0608a4368b548917a10748006292454fdb9104a5046f8c1cf2e38,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/5620e447d4f0608a4368b548917a10748006292454fdb9104a5046f8c1cf2e38.jpg,unassigned,42,human_train,lorenzo,78,42
e79b3974b916906371db2146e05db1ff24dcc6f14bd3805b3307c3b47fccdfa2,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/e79b3974b916906371db2146e05db1ff24dcc6f14bd3805b3307c3b47fccdfa2.jpg,unassigned,42,human_train,lorenzo,79,42
5335d115d003dbdba4a58c9e52b05b09fae5703715321bcf5c98ec951a06160c,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/5335d115d003dbdba4a58c9e52b05b09fae5703715321bcf5c98ec951a06160c.jpg,unassigned,42,human_train,lorenzo,80,42
56f1d36e4e3ea32d9bf32e67c0df3199e10eeb4d13559636c4b6866abe165990,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/56f1d36e4e3ea32d9bf32e67c0df3199e10eeb4d13559636c4b6866abe165990.png,unassigned,42,human_train,lorenzo,81,42
ff8f3d8daae076d6bf47870b598317a8d4b421e404d40c1087d945d45f0eeece,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/ff8f3d8daae076d6bf47870b598317a8d4b421e404d40c1087d945d45f0eeece.jpg,unassigned,42,human_train,lorenzo,82,42
b99a4d8dcbab4de120fabe29606bc536fb7959a8d968fe9114a215d988af7d38,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/b99a4d8dcbab4de120fabe29606bc536fb7959a8d968fe9114a215d988af7d38.webp,unassigned,42,human_train,lorenzo,83,42
5bad4c24ed8c90de7b2c045687c44ed4e6f191055efa6c3e5b4e220a2a48d239,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/5bad4c24ed8c90de7b2c045687c44ed4e6f191055efa6c3e5b4e220a2a48d239.png,unassigned,42,human_train,lorenzo,84,42
1c67d2e4b8d8502d8e3abd78b6637eba1b877d3e0badaed576f459fa873f1e90,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/1c67d2e4b8d8502d8e3abd78b6637eba1b877d3e0badaed576f459fa873f1e90.png,unassigned,42,human_train,lorenzo,85,42
c5224d8826510a803826e9b3d994623f3905b28787a92a9d2ec47890d6595d61,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/c5224d8826510a803826e9b3d994623f3905b28787a92a9d2ec47890d6595d61.jpg,unassigned,42,human_train,lorenzo,86,42
1dbb0316c9fdf94ae2b48543f4005940e52d5ad7dd8664a02c2294f1c5fd064a,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/1dbb0316c9fdf94ae2b48543f4005940e52d5ad7dd8664a02c2294f1c5fd064a.png,unassigned,42,human_train,lorenzo,87,42
3e43427faeafdfdf7a1c3abb382bc7c926339a997375512e4a4e9b46ca140c0c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/3e43427faeafdfdf7a1c3abb382bc7c926339a997375512e4a4e9b46ca140c0c.png,unassigned,42,human_train,lorenzo,88,42
dbad08fd38392fc7900329c81f539852697567b1f60a1a98376f9bc504746fb0,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/dbad08fd38392fc7900329c81f539852697567b1f60a1a98376f9bc504746fb0.jpg,unassigned,42,human_train,lorenzo,89,42
5bbd8d2bcb966f7aad8aa4d5cdbd5c257f964680977bc98836917c72a1057afa,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/5bbd8d2bcb966f7aad8aa4d5cdbd5c257f964680977bc98836917c72a1057afa.jpg,unassigned,42,human_train,lorenzo,90,42
103cbc081474f94f336384ed673d9f8f180bf0560ce17d66bdcf3c8adda6e603,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/103cbc081474f94f336384ed673d9f8f180bf0560ce17d66bdcf3c8adda6e603.jpg,unassigned,42,human_train,lorenzo,91,42
b5710e93f1bc7aeed4d711790bd1cd5939f33756ddc2eb17bc078a0095ab7425,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/b5710e93f1bc7aeed4d711790bd1cd5939f33756ddc2eb17bc078a0095ab7425.jpg,unassigned,42,human_train,lorenzo,92,42
c5fb2224ffc915d2b12fc044ebaf3e8dd52148cf5ce5e426df214c9b6596364f,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/c5fb2224ffc915d2b12fc044ebaf3e8dd52148cf5ce5e426df214c9b6596364f.jpg,unassigned,42,human_train,lorenzo,93,42
693ba2c39e5fe30924b39b31770a389ba5fe069bbefdcc89f8598cd0cdd91e91,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/693ba2c39e5fe30924b39b31770a389ba5fe069bbefdcc89f8598cd0cdd91e91.png,unassigned,42,human_train,lorenzo,94,42
8b8a717bdbf96911f3868b8a2a61310b1f62dff6888f28f015f66e2f55dcfb1c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/8b8a717bdbf96911f3868b8a2a61310b1f62dff6888f28f015f66e2f55dcfb1c.webp,unassigned,42,human_train,lorenzo,95,42
9a32e7a75568d5996555f668087e061713d1fa5e92113e450c8ec48c1d4f6e38,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/9a32e7a75568d5996555f668087e061713d1fa5e92113e450c8ec48c1d4f6e38.jpg,unassigned,42,human_train,lorenzo,96,42
f654b2ff6fbc4af0a73385a8e0d9c3f4962cdfa44d57ddd23324e685bea800ad,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/f654b2ff6fbc4af0a73385a8e0d9c3f4962cdfa44d57ddd23324e685bea800ad.webp,unassigned,42,human_train,lorenzo,97,42
49de00b712948044a523daa78eba28ed3bbfff1029a89368fd1f0fc0014248ee,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/49de00b712948044a523daa78eba28ed3bbfff1029a89368fd1f0fc0014248ee.png,unassigned,42,human_train,lorenzo,98,42
f86ef2949dcc58a6659ef4c08136853de3dc87c2e79314519acc3b28abe0ceb8,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f86ef2949dcc58a6659ef4c08136853de3dc87c2e79314519acc3b28abe0ceb8.jpg,unassigned,42,human_train,lorenzo,99,42
